encoder_input,decoder_input,decoder_output
"['<ja>', '[MASK]', 'モ', 'ング', '運河', 'が', '建造', 'された', '[MASK]', '?', '▁', '</s>', '▁ヤ', '[MASK]', '島', 'はどこに', '浮', 'か', 'んでいる', 'の', '?', '▁', '</s>', '▁マ', 'ジャ', 'ング', '運河', 'が', '建造', 'された', '[MASK]', '?', '▁', '</s>', '▁セ', 'ラン']","['<ja>', '▁ラ', 'モ', 'ング', '運河', 'が', '建造', 'された', '年は', '?', '▁', '</s>', '▁ヤ', 'ファ', '島', 'はどこに', '浮', 'か', 'んでいる', 'の', '?', '▁', '</s>', '▁マ', 'ジャ', 'ング', '運河', 'が', '建造', 'された', '年は', '?', '▁', '</s>', '▁セ', 'ラン']","['▁ラ', 'モ', 'ング', '運河', 'が', '建造', 'された', '年は', '?', '▁', '</s>', '▁ヤ', 'ファ', '島', 'はどこに', '浮', 'か', 'んでいる', 'の', '?', '▁', '</s>', '▁マ', 'ジャ', 'ング', '運河', 'が', '建造', 'された', '年は', '?', '▁', '</s>', '▁セ', 'ラン', '<ja>']"
"['<ja>', 'この文書', 'では', '、', '尾', '[MASK]', '全体', 'と何', '[MASK]', 'られている', 'か', '?', '▁', '</s>', '▁A', '300-600', 'の', 'フ', 'ラ', 'ップ', 'は', '、', 'どの', '[MASK]', '体の', 'もの', 'をも', 'と', 'に', '[MASK]', '潔', '[MASK]', 'を果た', 'したもの', 'であるの', '?']","['<ja>', 'この文書', 'では', '、', '尾', '部', '全体', 'と何', 'が挙げ', 'られている', 'か', '?', '▁', '</s>', '▁A', '300-600', 'の', 'フ', 'ラ', 'ップ', 'は', '、', 'どの', '機', '体の', 'もの', 'をも', 'と', 'に', '簡', '潔', '化', 'を果た', 'したもの', 'であるの', '?']","['この文書', 'では', '、', '尾', '部', '全体', 'と何', 'が挙げ', 'られている', 'か', '?', '▁', '</s>', '▁A', '300-600', 'の', 'フ', 'ラ', 'ップ', 'は', '、', 'どの', '機', '体の', 'もの', 'をも', 'と', 'に', '簡', '潔', '化', 'を果た', 'したもの', 'であるの', '?', '<ja>']"
"['<ja>', '▁', '島の', '集', '落', '内に', '多いのは', '三', '[MASK]', '路', 'と', '十字', '路', 'のどちらですか', '?', '▁', '</s>', '▁西', '港', '周辺', '[MASK]', '民', '家', 'には何', 'が', '塗', '装', 'されているの', '?', '▁', '</s>', '▁「', '三', '河', '湾', '[MASK]']","['<ja>', '▁', '島の', '集', '落', '内に', '多いのは', '三', '叉', '路', 'と', '十字', '路', 'のどちらですか', '?', '▁', '</s>', '▁西', '港', '周辺', 'の', '民', '家', 'には何', 'が', '塗', '装', 'されているの', '?', '▁', '</s>', '▁「', '三', '河', '湾', 'の']","['▁', '島の', '集', '落', '内に', '多いのは', '三', '叉', '路', 'と', '十字', '路', 'のどちらですか', '?', '▁', '</s>', '▁西', '港', '周辺', 'の', '民', '家', 'には何', 'が', '塗', '装', 'されているの', '?', '▁', '</s>', '▁「', '三', '河', '湾', 'の', '<ja>']"
"['<ja>', '▁', '陪', '審', 'が', '評', '議', 'によって', '事', '実', '認', '定', '[MASK]', '司法', '制度', 'をどう', '呼び', 'ますか', '?', '▁', '</s>', '▁', '陪', '審', 'が', '被', '告', '人の', '有', '罪', '・', '無', '罪', 'について', '判断', 'するのは']","['<ja>', '▁', '陪', '審', 'が', '評', '議', 'によって', '事', '実', '認', '定', 'を行う', '司法', '制度', 'をどう', '呼び', 'ますか', '?', '▁', '</s>', '▁', '陪', '審', 'が', '被', '告', '人の', '有', '罪', '・', '無', '罪', 'について', '判断', 'するのは']","['▁', '陪', '審', 'が', '評', '議', 'によって', '事', '実', '認', '定', 'を行う', '司法', '制度', 'をどう', '呼び', 'ますか', '?', '▁', '</s>', '▁', '陪', '審', 'が', '被', '告', '人の', '有', '罪', '・', '無', '罪', 'について', '判断', 'するのは', '<ja>']"
"['<ja>', '▁誰が', '率いる', '部隊', 'により', 'ポ', 'ート', '[MASK]', 'ワイ', 'ヤル', 'が', '占領', 'され', '、', 'ア', 'カ', '[MASK]', 'の', '半島', '[MASK]', 'における', 'フランスの', '統治', 'が', '終', '了', 'すること', '[MASK]', 'ったか', '?', '[MASK]', '</s>', '[MASK]', 'ヌ', 'ー', 'ベル']","['<ja>', '▁誰が', '率いる', '部隊', 'により', 'ポ', 'ート', 'ロ', 'ワイ', 'ヤル', 'が', '占領', 'され', '、', 'ア', 'カ', 'ディア', 'の', '半島', '部分', 'における', 'フランスの', '統治', 'が', '終', '了', 'すること', 'にな', 'ったか', '?', '▁', '</s>', '▁', 'ヌ', 'ー', 'ベル']","['▁誰が', '率いる', '部隊', 'により', 'ポ', 'ート', 'ロ', 'ワイ', 'ヤル', 'が', '占領', 'され', '、', 'ア', 'カ', 'ディア', 'の', '半島', '部分', 'における', 'フランスの', '統治', 'が', '終', '了', 'すること', 'にな', 'ったか', '?', '▁', '</s>', '▁', 'ヌ', 'ー', 'ベル', '<ja>']"
"['<ja>', '▁「', 'め', '[MASK]', '」', 'を', '[MASK]', '語', 'に', '言', 'い', '換', '[MASK]', 'れば', 'どう', '[MASK]', 'りますか', '[MASK]', '▁', '</s>', '▁「', 'や', '[MASK]', 'や', '」', 'を', '[MASK]', '語で', '呼', '[MASK]', 'ば', '何', '[MASK]', '▁', '</s>', '▁和']","['<ja>', '▁「', 'め', 'し', '」', 'を', '漢', '語', 'に', '言', 'い', '換', 'え', 'れば', 'どう', 'な', 'りますか', '?', '▁', '</s>', '▁「', 'や', 'ど', 'や', '」', 'を', '外来', '語で', '呼', 'べ', 'ば', '何', '?', '▁', '</s>', '▁和']","['▁「', 'め', 'し', '」', 'を', '漢', '語', 'に', '言', 'い', '換', 'え', 'れば', 'どう', 'な', 'りますか', '?', '▁', '</s>', '▁「', 'や', 'ど', 'や', '」', 'を', '外来', '語で', '呼', 'べ', 'ば', '何', '?', '▁', '</s>', '▁和', '<ja>']"
"['<ja>', '▁2014', '年', '1', '月に', 'リ', 'ュウグウノツカイ', 'が', '[MASK]', '着', 'した', '市', 'はどこですか', '?', '[MASK]', '</s>', '▁2014', '年', '1', '月', '、', 'リ', 'ュウグウノツカイ', 'はどの', '県', 'に', '[MASK]', '着', '[MASK]', '?', '[MASK]', '</s>', '[MASK]', '豊', '岡', '市']","['<ja>', '▁2014', '年', '1', '月に', 'リ', 'ュウグウノツカイ', 'が', '漂', '着', 'した', '市', 'はどこですか', '?', '▁', '</s>', '▁2014', '年', '1', '月', '、', 'リ', 'ュウグウノツカイ', 'はどの', '県', 'に', '漂', '着', 'しましたか', '?', '▁', '</s>', '▁', '豊', '岡', '市']","['▁2014', '年', '1', '月に', 'リ', 'ュウグウノツカイ', 'が', '漂', '着', 'した', '市', 'はどこですか', '?', '▁', '</s>', '▁2014', '年', '1', '月', '、', 'リ', 'ュウグウノツカイ', 'はどの', '県', 'に', '漂', '着', 'しましたか', '?', '▁', '</s>', '▁', '豊', '岡', '市', '<ja>']"
"['<ja>', '▁マー', 'シャル', '・', '[MASK]', 'ラン', 'の', '提', '唱', '者', 'の名前は', '、', '何ですか', '?', '▁', '</s>', '▁マー', 'シャル', '・', '[MASK]', 'ラン', 'の', '正式', '名称', 'には', '、', '欧', '州', '[MASK]', '[MASK]', '計画', 'のほかに', '、', '何があるか', '?', '▁']","['<ja>', '▁マー', 'シャル', '・', 'プ', 'ラン', 'の', '提', '唱', '者', 'の名前は', '、', '何ですか', '?', '▁', '</s>', '▁マー', 'シャル', '・', 'プ', 'ラン', 'の', '正式', '名称', 'には', '、', '欧', '州', '復', '興', '計画', 'のほかに', '、', '何があるか', '?', '▁']","['▁マー', 'シャル', '・', 'プ', 'ラン', 'の', '提', '唱', '者', 'の名前は', '、', '何ですか', '?', '▁', '</s>', '▁マー', 'シャル', '・', 'プ', 'ラン', 'の', '正式', '名称', 'には', '、', '欧', '州', '復', '興', '計画', 'のほかに', '、', '何があるか', '?', '▁', '<ja>']"
"['<ja>', '▁100', '万', '分', 'の', '15', '秒', '後', '、', '温度', 'は何', '度', 'に', '下', 'が', 'る', 'か', '。', '▁', '[MASK]', '▁被', '爆', '死亡', '者の', '20', '-', '30', '%', 'の死', '因', 'となった', '閃', '光', 'や', 'け', 'どの']","['<ja>', '▁100', '万', '分', 'の', '15', '秒', '後', '、', '温度', 'は何', '度', 'に', '下', 'が', 'る', 'か', '。', '▁', '</s>', '▁被', '爆', '死亡', '者の', '20', '-', '30', '%', 'の死', '因', 'となった', '閃', '光', 'や', 'け', 'どの']","['▁100', '万', '分', 'の', '15', '秒', '後', '、', '温度', 'は何', '度', 'に', '下', 'が', 'る', 'か', '。', '▁', '</s>', '▁被', '爆', '死亡', '者の', '20', '-', '30', '%', 'の死', '因', 'となった', '閃', '光', 'や', 'け', 'どの', '<ja>']"
"['<ja>', '[MASK]', 'スは', '17', '[MASK]', '年に', 'どの', '大学', 'で', '文学', 'と', '法', '学', '[MASK]', '講', '義', 'を始めた', 'か', '?', '▁', '</s>', '[MASK]', 'スが', 'エ', '[MASK]', 'ン', 'バラ', '大学', 'で', '文学', 'と', '法', '学', '[MASK]', '講', '義']","['<ja>', '▁スミ', 'スは', '17', '48', '年に', 'どの', '大学', 'で', '文学', 'と', '法', '学', 'の', '講', '義', 'を始めた', 'か', '?', '▁', '</s>', '▁スミ', 'スが', 'エ', 'ディ', 'ン', 'バラ', '大学', 'で', '文学', 'と', '法', '学', 'の', '講', '義']","['▁スミ', 'スは', '17', '48', '年に', 'どの', '大学', 'で', '文学', 'と', '法', '学', 'の', '講', '義', 'を始めた', 'か', '?', '▁', '</s>', '▁スミ', 'スが', 'エ', 'ディ', 'ン', 'バラ', '大学', 'で', '文学', 'と', '法', '学', 'の', '講', '義', '<ja>']"
"['<ja>', '▁ベ', 'ラス', 'ケ', 'スの', 'ア', 'トリ', '[MASK]', 'を', '「', '1', '点', '透', '視', '[MASK]', '法', 'の', '格', '子', '線', 'で', '区', '切', 'れる', 'ような', '、', '[MASK]', 'プル', 'な', '箱', '」', 'と', '表現', 'した人は誰ですか', '。', '▁']","['<ja>', '▁ベ', 'ラス', 'ケ', 'スの', 'ア', 'トリ', 'エ', 'を', '「', '1', '点', '透', '視', '図', '法', 'の', '格', '子', '線', 'で', '区', '切', 'れる', 'ような', '、', 'シン', 'プル', 'な', '箱', '」', 'と', '表現', 'した人は誰ですか', '。', '▁']","['▁ベ', 'ラス', 'ケ', 'スの', 'ア', 'トリ', 'エ', 'を', '「', '1', '点', '透', '視', '図', '法', 'の', '格', '子', '線', 'で', '区', '切', 'れる', 'ような', '、', 'シン', 'プル', 'な', '箱', '」', 'と', '表現', 'した人は誰ですか', '。', '▁', '<ja>']"
"['<ja>', 'ことを', '最終', '目的', 'とする', '法案', 'の', '制定', 'を', '決定', 'したのは', '、', '何年のことか', '?', '▁', '</s>', '▁国', '[MASK]', '総合', '開発', '法', 'の', '対象', '地域', '選', '定', '[MASK]', '外', 'されたのは', '、', 'どの地域', 'か', '?', '▁', '</s>', '▁アイ']","['<ja>', 'ことを', '最終', '目的', 'とする', '法案', 'の', '制定', 'を', '決定', 'したのは', '、', '何年のことか', '?', '▁', '</s>', '▁国', '土', '総合', '開発', '法', 'の', '対象', '地域', '選', '定', 'から', '外', 'されたのは', '、', 'どの地域', 'か', '?', '▁', '</s>', '▁アイ']","['ことを', '最終', '目的', 'とする', '法案', 'の', '制定', 'を', '決定', 'したのは', '、', '何年のことか', '?', '▁', '</s>', '▁国', '土', '総合', '開発', '法', 'の', '対象', '地域', '選', '定', 'から', '外', 'されたのは', '、', 'どの地域', 'か', '?', '▁', '</s>', '▁アイ', '<ja>']"
"['<ja>', '▁', '巨', '人', '対', '中', '[MASK]', '試合', '結果', 'は何でしたか', '[MASK]', '▁', '</s>', '▁10', '.', '8', '決', '戦', 'の', '試合', '時間', 'はどれくらい', '[MASK]', '[MASK]', '▁', '</s>', '▁', '巨', '人の', '「', '先', '発', '三', '本', '柱', '[MASK]']","['<ja>', '▁', '巨', '人', '対', '中', '日の', '試合', '結果', 'は何でしたか', '?', '▁', '</s>', '▁10', '.', '8', '決', '戦', 'の', '試合', '時間', 'はどれくらい', 'ありましたか', '?', '▁', '</s>', '▁', '巨', '人の', '「', '先', '発', '三', '本', '柱', '」']","['▁', '巨', '人', '対', '中', '日の', '試合', '結果', 'は何でしたか', '?', '▁', '</s>', '▁10', '.', '8', '決', '戦', 'の', '試合', '時間', 'はどれくらい', 'ありましたか', '?', '▁', '</s>', '▁', '巨', '人の', '「', '先', '発', '三', '本', '柱', '」', '<ja>']"
"['<ja>', '▁', '京都', '大学', '芦', '生', '研究', '林', 'は', '大', '規模', '天然', '林', 'であり', '、', 'そ', 'の中', 'には', '他', '[MASK]', '何が', '混', 'ざ', 'っていますか', '?', '▁', '</s>', '▁三', '国', '岳', '、', '小', '野', '村', '割', '岳']","['<ja>', '▁', '京都', '大学', '芦', '生', '研究', '林', 'は', '大', '規模', '天然', '林', 'であり', '、', 'そ', 'の中', 'には', '他', 'に', '何が', '混', 'ざ', 'っていますか', '?', '▁', '</s>', '▁三', '国', '岳', '、', '小', '野', '村', '割', '岳']","['▁', '京都', '大学', '芦', '生', '研究', '林', 'は', '大', '規模', '天然', '林', 'であり', '、', 'そ', 'の中', 'には', '他', 'に', '何が', '混', 'ざ', 'っていますか', '?', '▁', '</s>', '▁三', '国', '岳', '、', '小', '野', '村', '割', '岳', '<ja>']"
"['<ja>', '▁2018', '年', '末', '時点', 'の', '統', '計', 'によると', '[MASK]', 'CR', 'J', '700', 'と', 'CR', 'J', '9', '00', 'のうち', '[MASK]', '[MASK]', '多く', '運用', 'されている', 'モデル', 'は何か', '?', '▁', '</s>', '▁CR', 'J', 'シリーズ', 'における', '最大', '運用', '者']","['<ja>', '▁2018', '年', '末', '時点', 'の', '統', '計', 'によると', '、', 'CR', 'J', '700', 'と', 'CR', 'J', '9', '00', 'のうち', '、', 'より', '多く', '運用', 'されている', 'モデル', 'は何か', '?', '▁', '</s>', '▁CR', 'J', 'シリーズ', 'における', '最大', '運用', '者']","['▁2018', '年', '末', '時点', 'の', '統', '計', 'によると', '、', 'CR', 'J', '700', 'と', 'CR', 'J', '9', '00', 'のうち', '、', 'より', '多く', '運用', 'されている', 'モデル', 'は何か', '?', '▁', '</s>', '▁CR', 'J', 'シリーズ', 'における', '最大', '運用', '者', '<ja>']"
"['<ja>', '▁宮崎駿', 'が', '『', '白', '蛇', '伝', '』', 'を見', 'た', '当時の', '彼', 'は', '高', '校', '何年', '[MASK]', 'だったのか', '。', '▁', '</s>', '▁宮崎駿', 'に', '[MASK]', '与えた', '、', 'ポ', 'ール', '・', 'セ', 'ザン', 'ヌ', 'が', '属', 'する', '美術']","['<ja>', '▁宮崎駿', 'が', '『', '白', '蛇', '伝', '』', 'を見', 'た', '当時の', '彼', 'は', '高', '校', '何年', '生', 'だったのか', '。', '▁', '</s>', '▁宮崎駿', 'に', '影響を', '与えた', '、', 'ポ', 'ール', '・', 'セ', 'ザン', 'ヌ', 'が', '属', 'する', '美術']","['▁宮崎駿', 'が', '『', '白', '蛇', '伝', '』', 'を見', 'た', '当時の', '彼', 'は', '高', '校', '何年', '生', 'だったのか', '。', '▁', '</s>', '▁宮崎駿', 'に', '影響を', '与えた', '、', 'ポ', 'ール', '・', 'セ', 'ザン', 'ヌ', 'が', '属', 'する', '美術', '<ja>']"
"['<ja>', '▁メ', 'スは', '繁殖', '期', 'の間', '、', '何', '度', '交', '[MASK]', 'するの', '?', '▁', '</s>', '▁', '育', '児', 'のための', '[MASK]', '穴', 'は何', '°', 'C', 'の', '気温', 'で', '保', 'た', 'れる', 'の', '?', '▁', '</s>', '▁', '卵']","['<ja>', '▁メ', 'スは', '繁殖', '期', 'の間', '、', '何', '度', '交', '尾', 'するの', '?', '▁', '</s>', '▁', '育', '児', 'のための', '巣', '穴', 'は何', '°', 'C', 'の', '気温', 'で', '保', 'た', 'れる', 'の', '?', '▁', '</s>', '▁', '卵']","['▁メ', 'スは', '繁殖', '期', 'の間', '、', '何', '度', '交', '尾', 'するの', '?', '▁', '</s>', '▁', '育', '児', 'のための', '巣', '穴', 'は何', '°', 'C', 'の', '気温', 'で', '保', 'た', 'れる', 'の', '?', '▁', '</s>', '▁', '卵', '<ja>']"
"['<ja>', '▁ドイツ', 'は', '、', '自', '国', '[MASK]', '占領', '地', 'において', 'ユダヤ', '人', '・', 'ロ', 'マ', '・', '障', '害', '者', 'に対する', '組織', '的大', '量', '虐殺', 'を', '戦争と', '並', '行', 'して', '[MASK]', 'めた', 'が', '、', '[MASK]', 'ら', 'を何と呼']","['<ja>', '▁ドイツ', 'は', '、', '自', '国', 'および', '占領', '地', 'において', 'ユダヤ', '人', '・', 'ロ', 'マ', '・', '障', '害', '者', 'に対する', '組織', '的大', '量', '虐殺', 'を', '戦争と', '並', '行', 'して', '進', 'めた', 'が', '、', 'これ', 'ら', 'を何と呼']","['▁ドイツ', 'は', '、', '自', '国', 'および', '占領', '地', 'において', 'ユダヤ', '人', '・', 'ロ', 'マ', '・', '障', '害', '者', 'に対する', '組織', '的大', '量', '虐殺', 'を', '戦争と', '並', '行', 'して', '進', 'めた', 'が', '、', 'これ', 'ら', 'を何と呼', '<ja>']"
"['<ja>', '▁ポーランド', '陸', '軍は', '、', 'ドイツ', '軍の', '[MASK]', 'ン', 'カー', 'ス', 'J', 'u', '87', '急', '降', '下', '爆撃機', 'と何の', '連', '携', 'による', '機動', '戦', 'により', '、', 'な', 'す', 'すべ', 'も', 'なく', '殲', '滅', 'されたか', '?', '▁']","['<ja>', '▁ポーランド', '陸', '軍は', '、', 'ドイツ', '軍の', 'ユ', 'ン', 'カー', 'ス', 'J', 'u', '87', '急', '降', '下', '爆撃機', 'と何の', '連', '携', 'による', '機動', '戦', 'により', '、', 'な', 'す', 'すべ', 'も', 'なく', '殲', '滅', 'されたか', '?', '▁']","['▁ポーランド', '陸', '軍は', '、', 'ドイツ', '軍の', 'ユ', 'ン', 'カー', 'ス', 'J', 'u', '87', '急', '降', '下', '爆撃機', 'と何の', '連', '携', 'による', '機動', '戦', 'により', '、', 'な', 'す', 'すべ', 'も', 'なく', '殲', '滅', 'されたか', '?', '▁', '<ja>']"
"['<ja>', '▁1973', '年に', 'サ', 'ウス', 'ウ', 'エスト', '航空', 'が', '新', 'しく', '広', 'げ', 'ようと', '申', '請', 'した', '路線', 'は', 'テ', '[MASK]', '州の', 'どの地域', 'ですか', '?', '▁', '[MASK]', '▁', 'リオ', 'グ', 'ラン', 'デ', 'バ', 'レー', 'と', 'ダ']","['<ja>', '▁1973', '年に', 'サ', 'ウス', 'ウ', 'エスト', '航空', 'が', '新', 'しく', '広', 'げ', 'ようと', '申', '請', 'した', '路線', 'は', 'テ', 'キサス', '州の', 'どの地域', 'ですか', '?', '▁', '</s>', '▁', 'リオ', 'グ', 'ラン', 'デ', 'バ', 'レー', 'と', 'ダ']","['▁1973', '年に', 'サ', 'ウス', 'ウ', 'エスト', '航空', 'が', '新', 'しく', '広', 'げ', 'ようと', '申', '請', 'した', '路線', 'は', 'テ', 'キサス', '州の', 'どの地域', 'ですか', '?', '▁', '</s>', '▁', 'リオ', 'グ', 'ラン', 'デ', 'バ', 'レー', 'と', 'ダ', '<ja>']"
"['<ja>', '▁宮', '[MASK]', '賢', '治', 'はいつ', '『', '心', '象', 'ス', '[MASK]', 'ッチ', '春', 'と', '修', '羅', '』', '刊行', 'したか', '。', '▁', '</s>', '▁宮', '[MASK]', '賢', '治', 'は何年に', '『', 'イ', 'ー', 'ハ', 'ト', 'ヴ', '童', '話', '注']","['<ja>', '▁宮', '沢', '賢', '治', 'はいつ', '『', '心', '象', 'ス', 'ケ', 'ッチ', '春', 'と', '修', '羅', '』', '刊行', 'したか', '。', '▁', '</s>', '▁宮', '沢', '賢', '治', 'は何年に', '『', 'イ', 'ー', 'ハ', 'ト', 'ヴ', '童', '話', '注']","['▁宮', '沢', '賢', '治', 'はいつ', '『', '心', '象', 'ス', 'ケ', 'ッチ', '春', 'と', '修', '羅', '』', '刊行', 'したか', '。', '▁', '</s>', '▁宮', '沢', '賢', '治', 'は何年に', '『', 'イ', 'ー', 'ハ', 'ト', 'ヴ', '童', '話', '注', '<ja>']"
"['<ja>', '▁東', '大', '寺', '造', '営', 'に当た', 'って', '功', '績', 'を', '残', 'した人物', 'は誰か', 'な', '?', '▁', '</s>', '▁', '寺', '[MASK]', '内に', '確', 'た', 'る', '地', '歩', 'を', '築', 'く', 'ことを', '目', '指', 'した', '本', '願']","['<ja>', '▁東', '大', '寺', '造', '営', 'に当た', 'って', '功', '績', 'を', '残', 'した人物', 'は誰か', 'な', '?', '▁', '</s>', '▁', '寺', '院', '内に', '確', 'た', 'る', '地', '歩', 'を', '築', 'く', 'ことを', '目', '指', 'した', '本', '願']","['▁東', '大', '寺', '造', '営', 'に当た', 'って', '功', '績', 'を', '残', 'した人物', 'は誰か', 'な', '?', '▁', '</s>', '▁', '寺', '院', '内に', '確', 'た', 'る', '地', '歩', 'を', '築', 'く', 'ことを', '目', '指', 'した', '本', '願', '<ja>']"
"['<ja>', '[MASK]', '森', '田', '草', '平', '・', '小', '宮', '豊', '隆', 'が', '編', '集', 'を担当', 'した', 'ものは何ですか', '?', '[MASK]', '</s>', '[MASK]', '朝', '日', '文', '芸', '欄', '」', '[MASK]', '活動', 'の', '[MASK]', 'と', 'されましたか', '?', '[MASK]', '</s>']","['<ja>', '▁', '森', '田', '草', '平', '・', '小', '宮', '豊', '隆', 'が', '編', '集', 'を担当', 'した', 'ものは何ですか', '?', '▁', '</s>', '▁「', '朝', '日', '文', '芸', '欄', '」', 'は何', '活動', 'の', '場', 'と', 'されましたか', '?', '▁', '</s>']","['▁', '森', '田', '草', '平', '・', '小', '宮', '豊', '隆', 'が', '編', '集', 'を担当', 'した', 'ものは何ですか', '?', '▁', '</s>', '▁「', '朝', '日', '文', '芸', '欄', '」', 'は何', '活動', 'の', '場', 'と', 'されましたか', '?', '▁', '</s>', '<ja>']"
"['<ja>', '▁バ', 'レ', 'リー', 'ナ', 'になった', 'ヘ', '[MASK]', 'バー', 'ンは', '、', '何の', 'ために', '隠', 'れて', 'バレ', 'エ', 'の', '公', '演', 'を行', 'い', '資', '金', 'を', '稼', 'いで', 'いましたか', '[MASK]', '▁', '</s>', '[MASK]', '[MASK]', '、', 'オランダ', 'に']","['<ja>', '▁バ', 'レ', 'リー', 'ナ', 'になった', 'ヘ', 'プ', 'バー', 'ンは', '、', '何の', 'ために', '隠', 'れて', 'バレ', 'エ', 'の', '公', '演', 'を行', 'い', '資', '金', 'を', '稼', 'いで', 'いましたか', '?', '▁', '</s>', '▁第二次世界大戦', '中', '、', 'オランダ', 'に']","['▁バ', 'レ', 'リー', 'ナ', 'になった', 'ヘ', 'プ', 'バー', 'ンは', '、', '何の', 'ために', '隠', 'れて', 'バレ', 'エ', 'の', '公', '演', 'を行', 'い', '資', '金', 'を', '稼', 'いで', 'いましたか', '?', '▁', '</s>', '▁第二次世界大戦', '中', '、', 'オランダ', 'に', '<ja>']"
"['<ja>', '▁ク', 'ロード', '[MASK]', 'ド', 'ビ', 'ュ', 'ッシ', 'ーの', '母', '国はどこ', 'なの', '?', '▁', '</s>', '▁《', '『', '海', '』', '管', '弦', '楽', 'のための', '3', 'つの', '交', '響', '的', '素', '描', '》', 'の', '楽', '章', 'はいくつ', 'なの']","['<ja>', '▁ク', 'ロード', '・', 'ド', 'ビ', 'ュ', 'ッシ', 'ーの', '母', '国はどこ', 'なの', '?', '▁', '</s>', '▁《', '『', '海', '』', '管', '弦', '楽', 'のための', '3', 'つの', '交', '響', '的', '素', '描', '》', 'の', '楽', '章', 'はいくつ', 'なの']","['▁ク', 'ロード', '・', 'ド', 'ビ', 'ュ', 'ッシ', 'ーの', '母', '国はどこ', 'なの', '?', '▁', '</s>', '▁《', '『', '海', '』', '管', '弦', '楽', 'のための', '3', 'つの', '交', '響', '的', '素', '描', '》', 'の', '楽', '章', 'はいくつ', 'なの', '<ja>']"
"['<ja>', '[MASK]', 'が', '食べ', 'られる', 'ようになったのは', '約', '40', '年前', 'から', 'のこと', '[MASK]', 'という', 'こと', 'に対して', '、', '第二次世界大戦', '後', '、', '[MASK]', 'と同じ', 'ような', '形', 'で', 'アメリカの', '小', '麦', 'や', 'パ', 'スタ', '文化', 'が', 'イタリア', 'へ', '流', '[MASK]']","['<ja>', 'ティ', 'が', '食べ', 'られる', 'ようになったのは', '約', '40', '年前', 'から', 'のこと', 'だ', 'という', 'こと', 'に対して', '、', '第二次世界大戦', '後', '、', '日本', 'と同じ', 'ような', '形', 'で', 'アメリカの', '小', '麦', 'や', 'パ', 'スタ', '文化', 'が', 'イタリア', 'へ', '流', '入']","['ティ', 'が', '食べ', 'られる', 'ようになったのは', '約', '40', '年前', 'から', 'のこと', 'だ', 'という', 'こと', 'に対して', '、', '第二次世界大戦', '後', '、', '日本', 'と同じ', 'ような', '形', 'で', 'アメリカの', '小', '麦', 'や', 'パ', 'スタ', '文化', 'が', 'イタリア', 'へ', '流', '入', '<ja>']"
"['<ja>', '▁マー', 'シャル', '[MASK]', 'プ', 'ラン', 'の', '経済', '効', '[MASK]', 'を', '[MASK]', '問', '視', 'する', '見', '[MASK]', 'が出', 'されたのは', '、', 'どの', '分野', 'において', 'か', '?', '▁', '</s>', '▁', '外交', '史', '[MASK]', '見', '地', 'から', 'は', '、']","['<ja>', '▁マー', 'シャル', '・', 'プ', 'ラン', 'の', '経済', '効', '果', 'を', '疑', '問', '視', 'する', '見', '解', 'が出', 'されたのは', '、', 'どの', '分野', 'において', 'か', '?', '▁', '</s>', '▁', '外交', '史', '的', '見', '地', 'から', 'は', '、']","['▁マー', 'シャル', '・', 'プ', 'ラン', 'の', '経済', '効', '果', 'を', '疑', '問', '視', 'する', '見', '解', 'が出', 'されたのは', '、', 'どの', '分野', 'において', 'か', '?', '▁', '</s>', '▁', '外交', '史', '的', '見', '地', 'から', 'は', '、', '<ja>']"
"['<ja>', '[MASK]', 'ッシュ', '[MASK]', '学', '問', 'の', '道', 'へ', '進', 'む', '[MASK]', 'に対して', '、', '父親', 'は', '反対', 'でしたか', '、', '賛', '成', 'でしたか', '。', '[MASK]', '</s>', '[MASK]', 'ッシュ', 'は何年に', 'BA', 'SF', 'に入', '社', 'すること', 'になりましたか', '。', '[MASK]']","['<ja>', '▁ボ', 'ッシュ', 'が', '学', '問', 'の', '道', 'へ', '進', 'む', 'こと', 'に対して', '、', '父親', 'は', '反対', 'でしたか', '、', '賛', '成', 'でしたか', '。', '▁', '</s>', '▁ボ', 'ッシュ', 'は何年に', 'BA', 'SF', 'に入', '社', 'すること', 'になりましたか', '。', '▁']","['▁ボ', 'ッシュ', 'が', '学', '問', 'の', '道', 'へ', '進', 'む', 'こと', 'に対して', '、', '父親', 'は', '反対', 'でしたか', '、', '賛', '成', 'でしたか', '。', '▁', '</s>', '▁ボ', 'ッシュ', 'は何年に', 'BA', 'SF', 'に入', '社', 'すること', 'になりましたか', '。', '▁', '<ja>']"
